,Title,Company,Location,Salary,Job Url,Snippet
42,OPERATIONS MANAGER,Kings Group of Companies,"Makati
+1 location","PHP 50,000 - PHP 55,000 a month",https://ph.indeed.com/company/ZC-KINGS-MANPOWER-AND-JANITORIAL-SERVICES/jobs/Operation-Manager-226e760663ee60f8?fccid=e5f00a47d48ee91d&vjs=3,"Shall oversee day to day operations of people (admin staff, sales agent) assigned in different locations."
43,Outlet Manager (Raging Bull Chophouse and Bar) (145338),Shangri-La Hotels,Manila,,https://ph.indeed.com/rc/clk?jk=095fc617002d75a5&fccid=da7c155197c82fa2&vjs=3,The new hotel complements the company’s five existing properties in the Philippines.
44,Operations Manager,Filpride Resources Inc.,Pasig,"PHP 40,000 - PHP 70,000 a month",https://ph.indeed.com/company/FILPRIDE-RESOURCES-INC./jobs/Operation-Manager-771b8e35acbd1947?fccid=c1dbccf6b923ce55&vjs=3,"Responsible in monitoring of Logistics, Terminal and Transport Operations."
45,Lead Customer Success Representative,Wells Fargo,Manila,,https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A0sLjryQUNkc81K2goHfqpo9JHml6Vo2yWT4XuRGLXtsN7afMoSAWdG5ZL4C8Qq4IXcmkxvuq1aFgIUqVs3ZXX2D-nr_y2fbfdNTFfmemtE3HI3pAMKwqab_3jzMepsrLgbNDad_Pc9zD2J0_DyxlQYkOPYfx4lJz29IWTKaArc3s4jD6TBukAZh34iIiV4NtSLJRWJH9kVOBj2ILn_IeNOXEWLuqiJAI2NvuVmhRwm7w9mOvLSF1pCY_pdHKAfE4vwVNZpFeE3eG_9pkm6FvxwOIGMLoZP_ywSioCFAXs6NtVJs4_lFc44ogp-OTrLAK0zf8imNwGhsKUAAkaBPTzNAQcRiJW5HBRYzgq4Y992gKVBrTFdumkmUBw1j20Ee3mhk-wAc6CMTIz1YyjdGSre6Zdqkb7V3N2nAXJLOLQlkrS_D8g2aP3LHf_-1_2qGihUgfCt2e_8G55CALy0isstf9jZKPWSqXvJJj5j7czQKF--Aa2QB7DbFHBcnLt_XemjD1EdxN1DvD8kDdM1TZQ5i08_scadJmQgN3CjTHPW8WxxwpxKQHe4bX4-je-sPuahatHxVyotMFxLrB5Uw2XvgCku8Z1z4PrmO7Hm31Z-FCp1uWCZVOicJDN-4ly645MKWsj374V4Rq7UYC-8SISVFv4okiDpjqX_7v_eAEJWw9qdWAU64ht2mGqsru7IiaJlRsYLXkh8A==&p=0&fvj=0&vjs=3,Support and assist in the administration of teams that receive customer inquiries and issues through a variety of channels.
46,ASST. LOBBY MANAGER,The Landmark Makati,Makati,"PHP 30,000 - PHP 40,000 a month",https://ph.indeed.com/company/The-Landmark-Makati/jobs/Assistant-Lobby-Manager-c203a0629be6512f?fccid=dd862f1440ed7354&vjs=3,Experience in retail management and extensive knowledge and exposure in Supermarket operations particularly in frontend is an advantage.
47,Area Manager,Making Fine Beverages Corp (Tiger Sugar-PH),Makati,"PHP 24,000 a month",https://ph.indeed.com/company/Gastroprime-Holdings-(Tiger-Sugar--PH)/jobs/Area-Manager-c4f19a09a0e9a4ed?fccid=d7a8729ef11ca065&vjs=3,Oversee and direct operations at several locations within your assigned area.
48,Operation Manager,Formula Oil Corporation,Manila,"PHP 30,000 - PHP 40,000 a month",https://ph.indeed.com/company/Formula-Oil-Corporation/jobs/Operation-Manager-c342b8a36c4fad64?fccid=cc8bcc31a0b371a8&vjs=3,Responsible for supervising the distribution processes and overseeing the supply chain management to ensure that the deliveries are done timely and accurately.
49,Logistics Manager,Brother International Philippines Corporation,Temporarily Remote in Taguig,"PHP 90,000 - PHP 100,000 a month",https://ph.indeed.com/company/Brother-Industries/jobs/Logistic-Manager-acf428e7c1408393?fccid=25af32e0dd1d04e7&vjs=3,"Her/his responsibilities include, but not limited to, importation, inventory and vendor management."
50,Retail Operations Manager,Apollo Drugstore,Pasay,"PHP 35,000 - PHP 45,000 a month",https://ph.indeed.com/company/One-Oasis-Premier-Holdings-Corp/jobs/Retail-Operation-Manager-85d368b02bbd7da9?fccid=46af5795e2e6a1b5&vjs=3,The *RETAIL OPERATIONS MANAGER* is responsible for the results and performance of our Regional Drugstores.
51,Order Management Team Lead,EMAPTA for General,Remote in Pasig,"PHP 40,000 - PHP 55,000 a month",https://ph.indeed.com/company/EMAPTA/jobs/Order-Management-Team-Lead-8a644604430c401b?fccid=2c95d4f01f0c0a46&vjs=3,"The Customer Service Coordinator & Team Leader is responsible for order processing, warranty claims, attending to customer inquiries, and troubleshooting supply…"
52,Shift Manager,Popeyes Philippines,"Pasay
+1 location","PHP 18,000 - PHP 22,000 a month",https://ph.indeed.com/company/Popeyes-Philippines/jobs/Shift-Manager-9bcb94b769f1283f?fccid=4da358b339819494&vjs=3,The Shift Manager assist in all managing aspects of a restaurant's operation in order to ensure that Popeyes Louisiana Kitchen Philippines Inc. standards around…
53,ADMIN MANAGER (URGENT),Onward Worldwide Management & Consultancy,Makati,"PHP 40,000 - PHP 50,000 a month",https://ph.indeed.com/company/Onward-Worldwide-Management-Consultancy/jobs/Admin-Manager-6dcc03e42631083e?fccid=1d0e48680863ed90&vjs=3,Analyse Admin situations from basic to complex and resolve issues and challenges beyond reproach in constant alignment and coordination with the Senior HR and…
54,OPERATIONS MANAGER (Food & Bev Industry),Career Purveyors Co.,Alabang,"PHP 25,000 - PHP 35,000 a month",https://ph.indeed.com/company/Career-Purveyors-Co./jobs/Operation-Manager-6dba3f4425581e90?fccid=b7032157fd4e9a05&vjs=3,"Day-to-day management of the restaurant operations, including administrative oversight of the brewery, commissary and logistic operations."
55,Key Accounts Manager,Sigma Dynamics and Professionals Placement Agency,Quezon City,"PHP 40,000 - PHP 50,000 a month",https://ph.indeed.com/company/Sigma-Dynamics-and-Professionals-Placement-Agency/jobs/Key-Account-Manager-97ecb391b020b5a6?fccid=69a0f9c25b79e87f&vjs=3,"The Key Account Manager will be responsible for developing, maintaining and expanding profitable partnership with significant retailers within the assigned…"
56,Operations Manager,Scentsmith Perfumery Inc,Manila,"PHP 50,000 a month",https://ph.indeed.com/company/Scentsmith-Perfumery-Inc/jobs/Operation-Manager-d5f396b53c702894?fccid=90676b23cdfc6544&vjs=3,"Communicate with other functional/departmental managers so as to understand all necessary aspects and needs of operational development, and to ensure they are…"
57,Project Manager,Landers Superstore,Manila,"PHP 30,000 - PHP 35,000 a month",https://ph.indeed.com/company/Landers-Superstore/jobs/Project-Manager-a31a871b9925ee3f?fccid=a99f73a58e2dcca5&vjs=3,Project Manager in planning and executing building construction and renovation projects.
58,Restaurant Manager,Popeyes Philippines,"Makati
+4 locations","PHP 30,000 - PHP 35,000 a month",https://ph.indeed.com/company/Popeyes-Philippines/jobs/Restaurant-Manager-d146d01d2e72a4db?fccid=4da358b339819494&vjs=3,Proven customer service experience as a manager.
59,Area Sales Manager,"Boosterfoods, Inc.",Pasig,"PHP 35,000 - PHP 60,000 a month","https://ph.indeed.com/company/Boosterfoods,-Inc./jobs/Area-Sales-Manager-ab9f3b2851278a04?fccid=cdd8d4979983aaae&vjs=3","He/She is responsible for the operational activities of the sales group, development and implementation of sales campaign, monitoring performance of group, and…"
60,Operations Manager - Customer Service Center,EverLighten,Remote in Manila,,https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BOmkZeKh_68t_iAA3g7mB3Z9q-_nMS0ALa-1wkIIg5WeFuHosNVT3VDLLYR-JZNKKamQdjv6VRuiTXNASuqn4StLCsNqWQPYrkG3CGQvXqsXgVc-P3tbH7J6AjtcI__99IGiuz2bMP5wqsZGjtVLm87bIJ-ezZ6m8H6Gon6aEUJfTQJdY1j_OoQPTIZLciOuw2uz_DZ3ofyqhcJ0uG4Am2JDznn7sbg7LHoKDikJn6MZEYlJpK2GRAbp538JGTuyMkIZlC2lUXPwLFmtSpjF6QsB33phUt5qOF6LeTLDcg33Z2Vsb8WRskdRYJJUWAqI86z8vXrovXYl-z9OrNr_WPN87pvI11rs-l-xIMAAxeZNaFFpV6cP137qeF0aC7RZxT9ya2-GGOJ0Ux_3gvTg34fuoApBiHrUjog7qI2NfHEaLk_LPPh9XTOcVgrcS8nfp-thxtYQefrEuzGJENiUBQygMrXXdKfDkSfwDAgK4nJo7x4S3exmE1TjY3NjAWSn0=&p=0&fvj=1&vjs=3,We help thousands of corporates like Google and Microsoft create innovative and inspirational corporate gifts and promotional items.
61,Welfare & Wellbeing Manager,TaskUs,"Quezon City
+1 location",,https://ph.indeed.com/rc/clk?jk=7957f9ef25f086f6&fccid=e400e5c3cec6a031&vjs=3,Company’s environmental health and safety strategies by designing and.
62,15 - Lead Generation - Marketing (Homebased),Support Shepherd,Remote in Manila,"PHP 40,000 - PHP 50,000 a month",https://ph.indeed.com/company/Support-Shepherd/jobs/-beed2627fd995adc?fccid=28382f241cf295a3&vjs=3,Email a set number of customers each week - we will increase or decrease according to.
63,Shift Manager,Golden Donuts Inc.,"Quezon City
+3 locations","PHP 16,000 - PHP 17,000 a month",https://ph.indeed.com/company/Infinity-Strategic-Management-Solution-Inc/jobs/Shift-Manager-f32cf0aaf807454d?fccid=fa8ed30d58beaef8&vjs=3,>Bachelor's of Science in Hotel &Restaurant Management or any 4 year business related course.
64,Territory Manager - Philippines,Shell,Manila,,https://ph.indeed.com/rc/clk?jk=b4f2a2145bf87a0a&fccid=167aa4ca2fe7d8e6&vjs=3,If you’re a Territory Manager who’s gained some valuable experience in leading and managing the retailers and ensuring the consistency of the customer…
65,STORE MANAGER (Food & Bev Industry),Career Purveyors Co.,Parañaque,"PHP 22,000 - PHP 25,000 a month",https://ph.indeed.com/company/Career-Purveyors-Co./jobs/Store-Manager-0a846f6543a86d4e?fccid=b7032157fd4e9a05&vjs=3,Supporting managers with various tasks.
66,Operations Manager (Temporary work from home set-up until fu...,JK Network Services,Temporarily Remote in Quezon City,"PHP 70,000 - PHP 80,000 a month",https://ph.indeed.com/company/JK-Network-Services/jobs/Operation-Manager-5c1ee6e67f3c14d8?fccid=62bd09cb34df5ce3&vjs=3,Atleast 3 years of experience as Ops Manager/Assistant Manager.
67,Admin Manager,"KC Global Talent Solutions, Inc.",Pasig,"PHP 45,000 - PHP 50,000 a month","https://ph.indeed.com/company/KC-Global-Talent-Solutions,-Inc./jobs/Admin-Manager-7b4c4e8b6ed4f760?fccid=b2ef69e142e6c969&vjs=3",Supervising the day-to-day operations of the Administration Section.
68,Logistics Manager,WINNERBITES CORPORATION,Quezon City,"PHP 30,000 - PHP 40,000 a month",https://ph.indeed.com/company/WINNERBITES-CORPORATION/jobs/Logistic-Manager-e307a3963e864de7?fccid=e3a55c9d31f47a52&vjs=3,"Strategically plan and manage logistics, warehouse, transportation and customer services."
69,Management Trainee (Fresh Graduate),Fiberhome Phils Inc.,Makati,,https://ph.indeed.com/company/Fiberhome-Phils-Inc./jobs/Management-Trainee-5c869d9613407ec3?fccid=75b458c230b4dee4&vjs=3,Collaborating with managers to plan the work output for the organization.
70,Sales and Operations Manager,Icon Executive Asia,Taguig,"PHP 70,000 - PHP 100,000 a month",https://ph.indeed.com/company/Icon-Executive-Asia/jobs/Sales-Operation-Manager-6b81e27e73ec0f43?fccid=4792eba758818a50&vjs=3,Measuring the efficiency of an organization’s operational processes and taking steps to improve them.
71,Coffee Shop Manager,New Hatchin Trading Corp,Makati,"PHP 25,000 - PHP 27,000 a month",https://ph.indeed.com/company/New-Hatchin-Trading-Corp/jobs/Coffee-Shop-Manager-0e46aefd766c8b97?fccid=4191511798c81c4f&vjs=3,At least 2 year experience in Managing a Coffee Shop.
72,RESTAURANT MANAGER,Popeyes Louisiana Kitchen Inc.,"Quezon City
+1 location","PHP 30,000 - PHP 35,000 a month",https://ph.indeed.com/company/Popeye's-Restaurants/jobs/Restaurant-Manager-a4a8c9d2bf33e8aa?fccid=70c52e30fef42050&vjs=3,Proven customer service experience as a manager.
73,Management Trainee,AIA Philipines,Remote in Manila,"PHP 50,000 - PHP 100,000 a month",https://ph.indeed.com/company/AIA-Philipines/jobs/Management-Trainee-803e025cb3d48230?fccid=9234c855e6199418&vjs=3,Requirements: College graduate of a 4 year course or with at least 2 years work experience.
74,Restaurant Manager,Grillrich Infinity Inc. (Mang Inasal),Quezon City,"PHP 25,000 a month","https://ph.indeed.com/company/Grillrich-Infinity,-Inc./jobs/Restaurant-Manager-b8ccaf9570a498dd?fccid=71670829e0479795&vjs=3","Candidate must possess a Bachelor’s Degree in Hotel and Restaurant Management, Business Management or equivalent."
75,Customer Service Senior Operations Manager,Wells Fargo,Manila,,https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A0sLjryQUNkc81K2goHfqpo9JHml6Vo2yWT4XuRGLXtsN7afMoSAWdG5ZL4C8Qq4Kkb2crVc9frGpzdgXnGq_ra3EHvi09RGVT-T2IYjtOdmkBHAY9F8TxT826yxAxIZcj0lYG91-Q4bOHAKqkPJsgS-xpNizu_KFywNRk5vnFkKQzC6faJj-IQGDnYBngBp1eZ6VZwopxGEa3Y3ImVAcZR2UnOcKJqT269UXr_a5_tqz0DoVfJTMVyDHncmf4UlBoi__54bN3ou6R0bxw2CxsQRLYxbsvTVBXcwtxOq4yOiB9owLA3LnujbhIj2xT3Czw8Z_Tl42qyh_N8g7q5UdOGNqFHF7EVF-4L4SNWTAeSZvmJB7SpgwIwiicg45S88gQuXSZ2_3nPvPEGZwiXs-PUdqzN7_jDoAYy2NzZhn9A_l8bYDQURdBTOxF5KTwR5Brj6vHmKhAT1Lb48wJ5ITg0NYOoKfABdZ_9XbK490WmmgfhTwXBuDfbgBsdbSnt_t2Rw2BUXThq2CseYq9M2nImDcA1uYb3nzlCV_uKm7_E0BwruViQhmNQSrTaA4oRuUAPq4o3xRZzS_Yavx4G4vZAAWc0SFNIaQtwM3hDfNButzTWX21H0PwJyfRDncIN_HrjlxOTCkHFsx-SjNmZuuA9PedBvSP81uSYChZlAIo6MlRD-vOcGGHebmz53rE-zG1pfTZwl6yHQ==&p=0&fvj=0&vjs=3,"Collaborate and consult with more experienced management, internal partners, relationship managers, and colleagues to ensure customer satisfaction."
76,Operations Lead,Janio Asia,Remote in Manila,"PHP 82,000 a month",https://ph.indeed.com/company/Janio-Technologies/jobs/Operation-Lead-d58575d973cf369c?fccid=d77637c3b3535227&vjs=3,"Gearing up for the next growth stage, Janio is looking for Operations Lead who will be responsible for overseeing operations and customer support for the…"
77,Workplace Facility Manager (Bangkok Based),Agoda,Manila,,https://ph.indeed.com/rc/clk?jk=b8cf997fc137f5c3&fccid=460239a31e3c73bb&vjs=3,This position is open to both local and international candidates with relocation support available for eligible candidates to help ensure the smooth transition…
78,Team Lead - CSNA,PayPal,Muntinlupa,,https://ph.indeed.com/rc/clk?jk=67fbf02dc4180ee2&fccid=978d9fd9799d55a8&vjs=3,The Team Leader drives world-class customer experience results through high impact coaching and development of their teammates.
79,STORE MANAGER,Bo's Coffee,Mandaluyong,"PHP 30,000 - PHP 40,000 a month",https://ph.indeed.com/company/WS-&-Landin/jobs/Store-Manager-5f048a6c8d0f1790?fccid=a030c4e3fcc998ce&vjs=3,"Store Manager is responsible for overseeing all the day-to-day operations of the store, leading to the attainment and exceeding of sales targets."
80,Customer Success Manager,"HelloConnect, Inc.",Temporarily Remote in Taguig,"PHP 60,000 - PHP 70,000 a month",https://ph.indeed.com/company/asd/jobs/Customer-Success-Manager-d548ca6efe6cbd07?fccid=88b976939bcff8b5&vjs=3,You will play a crucial role in optimising how our growing clients base's customer service teams are on-boarded and operationally managed to ensure each client…
81,Outbound B2B Telemarketer,Inform Group,"Manila
+1 location","PHP 35,000 - PHP 60,000 a month",https://ph.indeed.com/company/Inform-Group/jobs/Outbound-B2b-Telemarketer-e6afd0278708fa62?fccid=864ea0a01b43387c&vjs=3,This is a highly target-driven position with a competitive bonus structure.
82,Operations Manager,FTI,Makati,"PHP 30,000 - PHP 40,000 a month",https://ph.indeed.com/company/Access-Solutions-Multi-Purpose-Cooperative/jobs/Operation-Manager-b3b398d3f6f0c789?fccid=fada499b6ba55093&vjs=3,Bachelor’s degree in operations management or related field.
83,STATION MANAGER,JG Group of Companies,Pasig,"PHP 25,000 - PHP 40,000 a month",https://ph.indeed.com/company/Fibrefill-Manufacturing/jobs/Station-Manager-a8ba148cdf868114?fccid=ef24977edc6d8a44&vjs=3,"Must have at least 3 years of experience as a supervisor/manager in a retail or similar industry (gas station, etc)."
84,Operations Manager,Alangkaar Pte Ltd,Remote in Quezon City,"PHP 25,615 - PHP 85,000 a month",https://ph.indeed.com/company/ALANGKAAR-PTE.-LTD./jobs/Operation-Manager-98de8bc87e367a21?fccid=03c3c8db8ef948dd&vjs=3,We are a wedding and events planning company based in Singapore.
85,Loan Customer Service Manager,Yoki group of Companies,Makati,"PHP 50,000 - PHP 100,000 a month",https://ph.indeed.com/company/AlfavConstruct-Philippines-Inc./jobs/Loan-Customer-Service-Manager-253a5e9eed0acab5?fccid=fd6fbb24f5748e78&vjs=3,"Build, hire and train customer service team from 0 to n."
86,Lazada Shoppe Operation manager,MSM-HK TELECOM TECHNOLOGY,Manila,,https://ph.indeed.com/company/MSM--HK-TELECOM-TECHNOLOGY/jobs/Lazada-Shoppe-Operation-Manager-9e05eee68144d802?fccid=333631a9a5879feb&vjs=3,"According to the characteristics and customer conditions of B2B and B2C e-commerce platforms such as shopee and lazada, establish standard business processes…"
87,Operations and Banquets Manager,Marquis Events Place,Fort Bonifacio,"PHP 30,000 - PHP 40,000 a month",https://ph.indeed.com/company/Marquis-Catering/jobs/Operation-Banquet-Manager-d29d1f9c29034993?fccid=59efc02b0aa417dd&vjs=3,Provides functional assistance and direction to managers and supervisors in all matters pertaining to operations and customer experience at the Marquis.
88,Training and Quality Manager,"HelloConnect, Inc.",Taguig,"PHP 55,000 - PHP 60,000 a month",https://ph.indeed.com/company/asd/jobs/Training-Quality-Manager-a656dce89a19da37?fccid=88b976939bcff8b5&vjs=3,Partner with Customer Success Manager and Team Leaders in developing and delivering learning solutions that meet business needs in order to win the business and…
89,Office Manager (VA),"MVP Asia Pacific, Inc.",Remote in Manila,"PHP 45,000 a month","https://ph.indeed.com/company/MVP-Asia-Pacific,-Inc./jobs/Office-Manager-81f2e19126dbe98b?fccid=86d2d70f2fbf35b0&vjs=3",This role is responsible for driving operational efficiencies within the Ensure Group and ensuring each business unit is compliant with all business operating…
90,Customer Service & Logistics Manager,Colgate-Palmolive,Taguig,,https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CScSxRBn_n5hzPBw7DFYVJJAQwrBP-UaBS3EDdzxnGq6gI1adXlY5gx-FzTkbHERM3hfajmbKOLM3g-x7Q-_9GWQ2weAD_pi0e2eLbgq9JrZYo3lCEDqSXvL7-9amlH8lagCh5Dk2E0iCh6DbDQ7oo-rxsfdcmc-KdO1LNDCx8n1SQYBtAm-2_8hTSiUGc90QF_3BGzmkAt-_1pcLP15fG6GywedDBzBQzaf1oglCCr-LvcyjwLQCmhflCesk_JhWoXz9TTkBuPV6SjflrRUrO_y5n0wmZpPLomZdXxrdiAvf_I5QH2dMblo5lRYVewQmzW8qMe7jnncOiIKeutXXHUsL4D6MwjdnGptPR4COg2gAI5Mfp2vVWJ6P8g7wSfCnLRoAnYRmxPz7vP7sXA_b0bcutKixlnZhtCBPN2GE4F17OjRwvfW2IDxVhfzT2miLdg7n0fD95UiSyjMRtX-ypE-R54dNJLcMMimxwGFH5XZtA0_EZS-D-H7f85QoSUsDPRRJO8nsATJ40ix0-BFgqGBnZekNjFJBC6fpjZ8wdOnnfb_kyQhp4ooEjktYuBBx6WAIuSYnltq1YVAVL07BrWfdIW4Nomv2_lZxDQZmcd-6pu4yrBvxjnDRc--HEDPjeUYHosUq-Gg==&p=0&fvj=0&vjs=3,This position is responsible for providing Supply Chain leadership and collaboration with customers of the assigned Customer Development Team (CDT) to ensure…
91,Operations Management Trainee,L'Oreal,"Pasig
+1 location",,https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B--xwTx5z5GtX4kwB4PKln9ei78TGhUZ0jXbBonS0qzEhzYeEaBt0GkTPTcdrr5MlbNQ6BO6Gi-sBk8YWjvdTAXeSvFsSX2x8Wsg1R4ihy7Wa4BPPD1cuPb-vH41KdkSqNG4v8HBERRgg7H-_Fb8ay0pquH6Shuu9dDDjLENgG9Bp-F6udrT028vTAkD6YGYeRqSGKiG_yodCIqBPJUB4D8qYdusyr866iaiOOizWaLWysQJWAt-m9bH6v6aRDNVSYo_kx9iOS5XP-0lsoh2AubyAbkWfHHiDDaXo3hxkTQmEbAGCfy8WcjnQ99BKhNcv_MrozeYLVLH6JGDI4CAcWNzMY8KjzMEtXGKUT5UdCIVz_PcZd53HYSXXLZA7KS4pwIz_w_Ib9b-CtYMATBjviCA_EPfV7xwla4A5gQFlGss-ei1wZnvg8GghIj_rnWlopwYajBxKi53y9wkulo9As-UzwL7plZM4luaIulyrIhA==&p=1&fvj=0&vjs=3,Online Case Study Review.
92,Customer Service Manager,Curated.com,Remote in Quezon City,PHP 150 - PHP 300 an hour,https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AeKYODyYcBuUlOa6RATd-5b07mXIUDbdX55tp9RPEa60dWHECimFOCVeFVVXXjuhtHbMSYtC2BXc4ECmL8f1vseP4ETYodm4HAwafeXvfM2i8W5sxouPpRoDaiUrYWAa6uHM4ZuEwoPwPgP037LUF6UAwgFjTQkN1f9MN_krWbRBWWUzy3hoNj2b2p_BX6CUudWl3bd38vJUry6iuH5_OlqDKuJHpdNhF00-pE4EQDSBRrzEqq4y3Yi1eO-HRvVQ2rsMpl2r-ewUBIqkIejrM5BOd3KN15RNgJJwAKZz0HOiozSJApNcS_bkis65IJWn62b9KQM2NaCNZ_ySRzQYhqqRE5SJ6FFF9X0acy10oaEp52ukkJbOOGpmEimRajC1xW_mNnkXmnuLCOAoHNaU87OYyk3ChPlrIpWDxhv1U5-R4e2j9FNC7EnRvgZuCOmBNJ5r56s3R3cQ9imas5t8231r7T_IhAwVHArZ3pLnaI4g==&p=2&fvj=1&vjs=3,We are looking for an experienced Customer Happiness Supervisor who can independently manage special projects whilst overseeing customer service operations.
93,REGIONAL OPERATIONS MANAGER - MANILA,Prieto Cargo Forwarders,Malate,,https://ph.indeed.com/company/PRIETO-CARGO-FORWARDERS/jobs/Regional-Operation-Manager-b598912303778ec5?fccid=77a37f8f6bad2a65&vjs=3,"Resolve problems concerning transportation, logistic systems, delivery and pick up schedules, or customer issues."
94,Customer Service Manager,GrowthAssistant,Remote in Manila,"PHP 40,000 - PHP 50,000 a month",https://ph.indeed.com/company/GrowthAssistant/jobs/Customer-Service-Manager-024437d798221ce2?fccid=bc27547eac27f7b0&vjs=3,This teammate serves as the Subject Matter Expert (SME) in Customer Support to ensure that new brands are onboarding and operating correctly.
95,Operations Manager,Digital Consulting PH,Makati,,https://ph.indeed.com/company/Digital-Consulting-PH/jobs/Operation-Manager-1dec9d2c94f6c7cc?fccid=e9a6362301c9de47&vjs=3,Manages first-line supervisors that are responsible for managing the day-to-day operations of a team.
96,Operations Manager,Nearsol Philippines Incorporation,Pasig,,https://ph.indeed.com/company/Nearsol-Philippines-Incorporation/jobs/Operation-Manager-d2b237531d5f5368?fccid=814bc16989f1844c&vjs=3,"Provide specific guidance to managers, employees and other staff to ensure that the focus is correct and the work is accomplished on time, within budget and…"
97,Operations Manager,"CloudEats, Inc.",Taguig,,"https://ph.indeed.com/company/CloudEats,-Inc./jobs/Operation-Manager-fe47f549e49348c0?fccid=018cab03cceaac33&vjs=3","Interview, hire, train and manager new supervisors and managers."
98,Assistant Manager for Operations,"Online Loans Pilipinas Financing, Inc.",Mandaluyong,"PHP 40,000 a month","https://ph.indeed.com/company/ONLINE-LOANS-PILIPINAS-FINANCING,-INC./jobs/Assistant-Manager-Operation-7857848e62bec262?fccid=c1dc829679ef352b&vjs=3",Acts as the overall in-charge of operations when Head of Operations is not around.
99,Customer Service Operations Manager,PH Security Bank,Makati,,https://ph.indeed.com/rc/clk?jk=7792a49660e28acb&fccid=38a590878dae1fcb&vjs=3,"As a Customer Service Operations Manager, you will develop and drive objectives for the contact center operations and service delivery model."
100,Administration Section Manager,"JFE Techno Manila, Inc.",Pasig,,https://ph.indeed.com/rc/clk?jk=60656df0cc385ecc&fccid=89ec0b005a7398fb&vjs=3,Supervising the day-to-day operations of the Administration Section.
101,Front Office Duty Manager,Golden Pyramid Management Solutions Inc.,Makati,"PHP 30,000 - PHP 50,000 a month","https://ph.indeed.com/company/GOLDEN-PYRAMID-SKILLS-DEVELOPMENT-AND-MANPOWER-RESOURCES,-INC./jobs/Front-Office-Duty-Manager-5cfcb52ed73d57f9?fccid=7d4f76893d11c2e1&vjs=3",3 years of previous front office duty manager experience is preferred.
102,FACILITIES MANAGER (MANILA HEAD OFFICE),PUREGOLD PRICE CLUB INC.,Manila,,https://ph.indeed.com/company/PUREGOLD-PRICE-CLUB-INC/jobs/Facility-Manager-c4bfae5e9fe162f0?fccid=635f0f678a9f6a5c&vjs=3,"Successful candidates will be in charge in overall management of the engineering projects (electrical, mechanical, and physical facility structures) across…"
103,Manager of Support Operations,Onyx CenterSource,Makati,,https://ph.indeed.com/company/WORLDWIDE-PAYMENT-SYSTEMS/jobs/Manager-Support-Operation-b7e9adb1109aaee0?fccid=a94eeb0aa30f06ba&vjs=3,"Planning, directing, and overseeing the operations of the assigned Support Operations team."
104,Assistant Manager,"BEHOLD TRADING INTERNATIONAL, INC","Makati
+1 location","PHP 60,000 - PHP 80,000 a month",https://ph.indeed.com/company/BEHOLD-TRADING-INTERNATIONAL/jobs/Assistant-Manager-3667f18d6f06637e?fccid=5a82512c33a5acec&vjs=3,"Primary responsible for the overall management assigned to him/her in terms of its personnel, administration and finance."
105,Retail Operations Manager,Complex Lifestyle Store,Manila,,https://ph.indeed.com/rc/clk?jk=71f4ba2f82991328&fccid=44690d9ef623dad4&vjs=3,Accountable for the efficient daily operations and attainment of sales quota of the brand nationwide with close coordination with the Brand and other Retail…
106,Facilities Services Manager,Willis Towers Watson,Manila,,https://ph.indeed.com/rc/clk?jk=0e2be443f9c2d5f3&fccid=52f90de7b5346a08&vjs=3,"This role will support the Facilities Services Head in managing the overall services of FS - to manage the soft, hard, cross-functional pillars."
107,Reservations Manager,Amorita Resort,Taguig,"PHP 30,000 - PHP 39,000 a month",https://ph.indeed.com/company/The-Funny-Lion-Resort/jobs/Reservation-Manager-ba9032a67566d071?fccid=25b40d8018142a95&vjs=3,Manage the Reservations team & all rooms’ reservations processes for the hotel.
